EVENT_NAME,EVENT_TYPE,IMPACT,PLACE_ID,EVENT_DATE
Film Festival in Albany (USA),Festival,Medium,ParkAve_Albany_USA,2021-06-16 00:00:00
Heritage Day in Schenectady (USA),Holiday,Medium,SouthSt_Schenectady_USA,2016-07-19 00:00:00
AI Congress in Schenectady (USA),Conference,Low,HudsonAve_Schenectady_USA,2022-11-28 00:00:00
Classical Concert in Schenectady (USA),Concert,Low,HudsonAve_Schenectady_USA,2020-05-23 00:00:00
Local Holiday in Albany (USA),Holiday,High,TenBroeckSt_Albany_USA,2018-05-23 00:00:00
Triathlon in Troy (USA),Sports,Low,NorthSt_Troy_USA,2022-04-30 00:00:00
Heritage Day in Albany (USA),Holiday,High,MadisonAve_Albany_USA,2014-08-04 00:00:00
Food Festival in Albany (USA),Festival,Medium,MadisonAve_Albany_USA,2021-01-04 00:00:00
Startup Meetup in Troy (USA),Conference,Low,SouthSt_Troy_USA,2020-08-24 00:00:00
Basketball Tournament in Troy (USA),Sports,Medium,CentralAve_Troy_USA,2025-03-31 00:00:00
Startup Meetup in Albany (USA),Conference,Low,NorthSt_Albany_USA,2020-02-02 00:00:00
National Celebration in Albany (USA),Holiday,Medium,NorthSt_Albany_USA,2022-05-10 00:00:00
AI Congress in Albany (USA),Conference,Medium,TenBroeckSt_Albany_USA,2019-07-21 00:00:00
Football Match in Troy (USA),Sports,Low,HudsonAve_Troy_USA,2022-07-31 00:00:00
Business Summit in Troy (USA),Conference,High,HudsonAve_Troy_USA,2019-05-06 00:00:00
Football Match in Troy (USA),Sports,High,SouthSt_Troy_USA,2016-03-04 00:00:00
Food Festival in Albany (USA),Festival,Medium,JaySt_Albany_USA,2020-02-06 00:00:00
Jazz Night in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2017-11-10 00:00:00
Tech Conference in Albany (USA),Conference,Medium,HudsonAve_Albany_USA,2015-08-10 00:00:00
Marathon in Albany (USA),Sports,Low,SouthSt_Albany_USA,2023-08-16 00:00:00
AI Congress in Albany (USA),Conference,High,SouthSt_Albany_USA,2015-07-30 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,ParkAve_Albany_USA,2018-07-15 00:00:00
Jazz Night in Troy (USA),Concert,Medium,JaySt_Troy_USA,2014-09-20 00:00:00
Local Holiday in Troy (USA),Holiday,Medium,JaySt_Troy_USA,2024-03-22 00:00:00
Classical Concert in Albany (USA),Concert,High,StateSt_Albany_USA,2020-12-14 00:00:00
Classical Concert in Albany (USA),Concert,Medium,StateSt_Albany_USA,2018-06-24 00:00:00
Pop Music Live in Albany (USA),Concert,High,Broadway_Albany_USA,2019-07-05 00:00:00
Jazz Night in Albany (USA),Concert,Medium,DelawareAve_Albany_USA,2021-07-31 00:00:00
AI Congress in Albany (USA),Conference,High,SouthSt_Albany_USA,2021-05-13 00:00:00
Pop Music Live in Albany (USA),Concert,Low,SouthSt_Albany_USA,2015-05-21 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,PearlSt_Albany_USA,2021-10-26 00:00:00
AI Congress in Troy (USA),Conference,Medium,ClintonAve_Troy_USA,2024-06-13 00:00:00
AI Congress in Albany (USA),Conference,Medium,MadisonAve_Albany_USA,2016-05-16 00:00:00
Basketball Tournament in Albany (USA),Sports,High,ParkAve_Albany_USA,2022-05-10 00:00:00
Food Festival in Albany (USA),Festival,Low,ParkAve_Albany_USA,2018-12-13 00:00:00
Rock Concert in Albany (USA),Concert,Low,PearlSt_Albany_USA,2023-02-21 00:00:00
Rock Concert in Troy (USA),Concert,Low,NorthSt_Troy_USA,2017-06-10 00:00:00
Marathon in Albany (USA),Sports,High,Broadway_Albany_USA,2024-12-10 00:00:00
Heritage Day in Albany (USA),Holiday,Low,Broadway_Albany_USA,2017-04-09 00:00:00
AI Congress in Troy (USA),Conference,High,Broadway_Troy_USA,2015-11-30 00:00:00
Football Match in Troy (USA),Sports,Low,Broadway_Troy_USA,2014-11-21 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,StateSt_Albany_USA,2019-09-26 00:00:00
Jazz Night in Albany (USA),Concert,High,StateSt_Albany_USA,2019-06-27 00:00:00
Classical Concert in Albany (USA),Concert,High,WashingtonAve_Albany_USA,2021-03-13 00:00:00
City Anniversary in Albany (USA),Holiday,High,WashingtonAve_Albany_USA,2021-09-02 00:00:00
Jazz Night in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2019-11-24 00:00:00
Classical Concert in Albany (USA),Concert,Low,HudsonAve_Albany_USA,2019-06-14 00:00:00
AI Congress in Troy (USA),Conference,Medium,StateSt_Troy_USA,2016-03-29 00:00:00
Music Festival in Albany (USA),Festival,High,MadisonAve_Albany_USA,2023-08-22 00:00:00
AI Congress in Albany (USA),Conference,High,CentralAve_Albany_USA,2014-08-04 00:00:00
City Anniversary in Troy (USA),Holiday,Medium,WashingtonAve_Troy_USA,2014-08-07 00:00:00
Heritage Day in Troy (USA),Holiday,High,WashingtonAve_Troy_USA,2017-02-02 00:00:00
Business Summit in Schenectady (USA),Conference,Medium,PearlSt_Schenectady_USA,2024-05-22 00:00:00
Pop Music Live in Schenectady (USA),Concert,Medium,PearlSt_Schenectady_USA,2017-04-19 00:00:00
City Anniversary in Albany (USA),Holiday,Low,CentralAve_Albany_USA,2017-06-12 00:00:00
Film Festival in Albany (USA),Festival,High,CentralAve_Albany_USA,2017-03-08 00:00:00
Jazz Night in Troy (USA),Concert,Medium,JaySt_Troy_USA,2021-10-08 00:00:00
Jazz Night in Troy (USA),Concert,Medium,JaySt_Troy_USA,2016-08-09 00:00:00
Film Festival in Albany (USA),Festival,High,NorthSt_Albany_USA,2019-07-29 00:00:00
Pop Music Live in Schenectady (USA),Concert,Low,JaySt_Schenectady_USA,2018-02-03 00:00:00
Food Festival in Albany (USA),Festival,Low,WashingtonAve_Albany_USA,2017-08-29 00:00:00
Business Summit in Albany (USA),Conference,High,WashingtonAve_Albany_USA,2019-05-31 00:00:00
Food Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2016-03-09 00:00:00
Film Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2018-05-01 00:00:00
AI Congress in Albany (USA),Conference,Medium,Broadway_Albany_USA,2019-09-12 00:00:00
Cultural Festival in Troy (USA),Festival,Low,PearlSt_Troy_USA,2023-12-16 00:00:00
Marathon in Troy (USA),Sports,Medium,PearlSt_Troy_USA,2023-03-13 00:00:00
Film Festival in Albany (USA),Festival,Low,WashingtonAve_Albany_USA,2016-08-26 00:00:00
Local Holiday in Troy (USA),Holiday,Low,Broadway_Troy_USA,2025-06-04 00:00:00
Triathlon in Albany (USA),Sports,Medium,WashingtonAve_Albany_USA,2017-04-08 00:00:00
Food Festival in Albany (USA),Festival,Medium,WashingtonAve_Albany_USA,2022-09-28 00:00:00
Triathlon in Albany (USA),Sports,Medium,JaySt_Albany_USA,2022-02-20 00:00:00
Startup Meetup in Albany (USA),Conference,Low,JaySt_Albany_USA,2021-07-21 00:00:00
Music Festival in Troy (USA),Festival,Medium,MadisonAve_Troy_USA,2019-11-23 00:00:00
Business Summit in Troy (USA),Conference,Medium,MadisonAve_Troy_USA,2024-06-13 00:00:00
Marathon in Albany (USA),Sports,Low,WesternAve_Albany_USA,2021-08-05 00:00:00
Heritage Day in Albany (USA),Holiday,Low,WesternAve_Albany_USA,2016-05-16 00:00:00
Rock Concert in Albany (USA),Concert,Medium,JaySt_Albany_USA,2023-05-07 00:00:00
National Celebration in Troy (USA),Holiday,Medium,HudsonAve_Troy_USA,2023-02-21 00:00:00
Food Festival in Troy (USA),Festival,Low,HudsonAve_Troy_USA,2020-02-07 00:00:00
Jazz Night in Albany (USA),Concert,High,Broadway_Albany_USA,2015-03-03 00:00:00
Cultural Festival in Albany (USA),Festival,High,Broadway_Albany_USA,2016-03-22 00:00:00
Rock Concert in Albany (USA),Concert,Low,DelawareAve_Albany_USA,2019-12-20 00:00:00
Basketball Tournament in Albany (USA),Sports,High,DelawareAve_Albany_USA,2023-05-04 00:00:00
AI Congress in Albany (USA),Conference,High,MadisonAve_Albany_USA,2016-08-29 00:00:00
Film Festival in Albany (USA),Festival,Medium,MadisonAve_Albany_USA,2022-08-15 00:00:00
Film Festival in Albany (USA),Festival,High,WashingtonAve_Albany_USA,2019-05-28 00:00:00
AI Congress in Albany (USA),Conference,Low,MadisonAve_Albany_USA,2020-11-07 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,MadisonAve_Albany_USA,2022-09-16 00:00:00
Business Summit in Troy (USA),Conference,Low,MadisonAve_Troy_USA,2020-06-14 00:00:00
Startup Meetup in Albany (USA),Conference,High,ParkAve_Albany_USA,2018-08-12 00:00:00
Film Festival in Schenectady (USA),Festival,High,CentralAve_Schenectady_USA,2016-07-29 00:00:00
Business Summit in Schenectady (USA),Conference,Medium,ParkAve_Schenectady_USA,2022-08-01 00:00:00
Film Festival in Schenectady (USA),Festival,Low,ParkAve_Schenectady_USA,2020-05-16 00:00:00
National Celebration in Albany (USA),Holiday,High,LarkSt_Albany_USA,2017-09-02 00:00:00
AI Congress in Albany (USA),Conference,High,LarkSt_Albany_USA,2018-02-09 00:00:00
Music Festival in Schenectady (USA),Festival,Low,HudsonAve_Schenectady_USA,2016-07-01 00:00:00
Food Festival in Schenectady (USA),Festival,Low,HudsonAve_Schenectady_USA,2019-12-10 00:00:00
City Anniversary in Albany (USA),Holiday,High,ParkAve_Albany_USA,2021-06-29 00:00:00
Jazz Night in Albany (USA),Concert,Low,ParkAve_Albany_USA,2018-08-09 00:00:00
Music Festival in Albany (USA),Festival,Low,NorthSt_Albany_USA,2021-11-06 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,NorthSt_Albany_USA,2023-06-24 00:00:00
Cultural Festival in Albany (USA),Festival,High,MadisonAve_Albany_USA,2022-11-01 00:00:00
Heritage Day in Albany (USA),Holiday,High,MadisonAve_Albany_USA,2015-02-24 00:00:00
Tech Conference in Schenectady (USA),Conference,High,WesternAve_Schenectady_USA,2015-04-15 00:00:00
Tech Conference in Schenectady (USA),Conference,Low,WesternAve_Schenectady_USA,2025-04-08 00:00:00
Music Festival in Albany (USA),Festival,High,CentralAve_Albany_USA,2017-02-01 00:00:00
Pop Music Live in Albany (USA),Concert,Low,CentralAve_Albany_USA,2016-08-30 00:00:00
Football Match in Schenectady (USA),Sports,High,LarkSt_Schenectady_USA,2022-11-24 00:00:00
Pop Music Live in Schenectady (USA),Concert,High,LarkSt_Schenectady_USA,2015-09-06 00:00:00
Jazz Night in Albany (USA),Concert,High,CentralAve_Albany_USA,2019-08-22 00:00:00
Local Holiday in Albany (USA),Holiday,Low,CentralAve_Albany_USA,2023-05-20 00:00:00
Heritage Day in Schenectady (USA),Holiday,High,StateSt_Schenectady_USA,2016-04-08 00:00:00
Pop Music Live in Schenectady (USA),Concert,Medium,StateSt_Schenectady_USA,2024-08-13 00:00:00
Jazz Night in Albany (USA),Concert,Medium,ClintonAve_Albany_USA,2019-02-13 00:00:00
Heritage Day in Troy (USA),Holiday,High,StateSt_Troy_USA,2017-03-12 00:00:00
Classical Concert in Troy (USA),Concert,Medium,StateSt_Troy_USA,2023-01-31 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,StateSt_Albany_USA,2019-07-07 00:00:00
Local Holiday in Albany (USA),Holiday,High,StateSt_Albany_USA,2014-11-19 00:00:00
Rock Concert in Albany (USA),Concert,High,Broadway_Albany_USA,2016-01-05 00:00:00
Cultural Festival in Albany (USA),Festival,Low,MadisonAve_Albany_USA,2016-11-26 00:00:00
Cultural Festival in Albany (USA),Festival,High,JaySt_Albany_USA,2020-03-25 00:00:00
Classical Concert in Schenectady (USA),Concert,Low,SouthSt_Schenectady_USA,2014-12-02 00:00:00
Heritage Day in Schenectady (USA),Holiday,Low,SouthSt_Schenectady_USA,2016-01-18 00:00:00
Business Summit in Albany (USA),Conference,Low,StateSt_Albany_USA,2017-05-15 00:00:00
Film Festival in Albany (USA),Festival,High,MadisonAve_Albany_USA,2024-10-15 00:00:00
Cultural Festival in Troy (USA),Festival,Medium,PearlSt_Troy_USA,2016-06-08 00:00:00
Local Holiday in Troy (USA),Holiday,High,PearlSt_Troy_USA,2021-09-12 00:00:00
Film Festival in Albany (USA),Festival,Low,SouthSt_Albany_USA,2023-03-31 00:00:00
AI Congress in Albany (USA),Conference,Medium,DelawareAve_Albany_USA,2024-12-05 00:00:00
Rock Concert in Albany (USA),Concert,High,HudsonAve_Albany_USA,2023-03-20 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,HudsonAve_Albany_USA,2020-05-17 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,NorthSt_Schenectady_USA,2020-02-17 00:00:00
Football Match in Schenectady (USA),Sports,Low,SouthSt_Schenectady_USA,2022-01-19 00:00:00
City Anniversary in Schenectady (USA),Holiday,High,SouthSt_Schenectady_USA,2020-12-12 00:00:00
Food Festival in Albany (USA),Festival,Medium,ParkAve_Albany_USA,2017-09-29 00:00:00
National Celebration in Albany (USA),Holiday,Low,ParkAve_Albany_USA,2018-04-07 00:00:00
Rock Concert in Albany (USA),Concert,High,TenBroeckSt_Albany_USA,2018-12-22 00:00:00
Film Festival in Schenectady (USA),Festival,High,CentralAve_Schenectady_USA,2019-05-15 00:00:00
Football Match in Albany (USA),Sports,Medium,LarkSt_Albany_USA,2020-10-07 00:00:00
Triathlon in Albany (USA),Sports,Medium,LarkSt_Albany_USA,2021-10-23 00:00:00
Football Match in Albany (USA),Sports,Low,CentralAve_Albany_USA,2015-04-20 00:00:00
AI Congress in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2022-03-05 00:00:00
Music Festival in Schenectady (USA),Festival,High,WashingtonAve_Schenectady_USA,2019-02-19 00:00:00
Heritage Day in Schenectady (USA),Holiday,Medium,WashingtonAve_Schenectady_USA,2016-08-19 00:00:00
Tech Conference in Schenectady (USA),Conference,Medium,ParkAve_Schenectady_USA,2016-05-24 00:00:00
Pop Music Live in Albany (USA),Concert,High,NorthSt_Albany_USA,2016-02-18 00:00:00
Food Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2022-03-08 00:00:00
Marathon in Albany (USA),Sports,Low,CentralAve_Albany_USA,2022-10-16 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Low,NorthSt_Schenectady_USA,2018-05-07 00:00:00
Cultural Festival in Schenectady (USA),Festival,Medium,NorthSt_Schenectady_USA,2019-10-12 00:00:00
Football Match in Albany (USA),Sports,Low,PearlSt_Albany_USA,2020-08-16 00:00:00
AI Congress in Albany (USA),Conference,High,WesternAve_Albany_USA,2022-09-06 00:00:00
Marathon in Albany (USA),Sports,Medium,WesternAve_Albany_USA,2021-01-12 00:00:00
Rock Concert in Albany (USA),Concert,Medium,DelawareAve_Albany_USA,2016-05-28 00:00:00
Cultural Festival in Albany (USA),Festival,Low,DelawareAve_Albany_USA,2023-05-07 00:00:00
Jazz Night in Troy (USA),Concert,Low,DelawareAve_Troy_USA,2019-09-17 00:00:00
Music Festival in Troy (USA),Festival,Medium,DelawareAve_Troy_USA,2021-11-25 00:00:00
Tech Conference in Troy (USA),Conference,Low,DelawareAve_Troy_USA,2017-10-11 00:00:00
National Celebration in Schenectady (USA),Holiday,Medium,WesternAve_Schenectady_USA,2020-03-13 00:00:00
Cultural Festival in Schenectady (USA),Festival,Medium,WesternAve_Schenectady_USA,2024-03-20 00:00:00
Rock Concert in Albany (USA),Concert,Low,TenBroeckSt_Albany_USA,2016-09-22 00:00:00
Pop Music Live in Albany (USA),Concert,High,TenBroeckSt_Albany_USA,2024-11-19 00:00:00
Music Festival in Schenectady (USA),Festival,Low,HudsonAve_Schenectady_USA,2024-11-02 00:00:00
Jazz Night in Schenectady (USA),Concert,Medium,HudsonAve_Schenectady_USA,2019-12-28 00:00:00
Marathon in Schenectady (USA),Sports,Medium,DelawareAve_Schenectady_USA,2022-03-03 00:00:00
Startup Meetup in Schenectady (USA),Conference,Low,LarkSt_Schenectady_USA,2025-08-31 00:00:00
Tech Conference in Troy (USA),Conference,High,WesternAve_Troy_USA,2017-05-21 00:00:00
Local Holiday in Troy (USA),Holiday,High,WesternAve_Troy_USA,2025-02-20 00:00:00
Football Match in Albany (USA),Sports,Medium,LarkSt_Albany_USA,2024-07-22 00:00:00
Marathon in Albany (USA),Sports,High,JaySt_Albany_USA,2018-10-13 00:00:00
Classical Concert in Albany (USA),Concert,Medium,DelawareAve_Albany_USA,2017-03-11 00:00:00
Classical Concert in Albany (USA),Concert,Medium,DelawareAve_Albany_USA,2025-05-19 00:00:00
Jazz Night in Troy (USA),Concert,Medium,Broadway_Troy_USA,2020-07-29 00:00:00
Football Match in Albany (USA),Sports,Low,TenBroeckSt_Albany_USA,2017-12-17 00:00:00
Classical Concert in Albany (USA),Concert,Medium,TenBroeckSt_Albany_USA,2025-08-30 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,MadisonAve_Schenectady_USA,2015-04-04 00:00:00
Rock Concert in Schenectady (USA),Concert,Low,MadisonAve_Schenectady_USA,2018-01-21 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2025-04-11 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,CentralAve_Albany_USA,2022-11-10 00:00:00
Business Summit in Albany (USA),Conference,Low,WesternAve_Albany_USA,2015-09-11 00:00:00
Football Match in Albany (USA),Sports,Low,WesternAve_Albany_USA,2023-01-17 00:00:00
Jazz Night in Albany (USA),Concert,High,NorthSt_Albany_USA,2020-11-08 00:00:00
Classical Concert in Albany (USA),Concert,High,NorthSt_Albany_USA,2017-02-06 00:00:00
Cultural Festival in Troy (USA),Festival,Low,NorthSt_Troy_USA,2022-03-19 00:00:00
National Celebration in Troy (USA),Holiday,High,NorthSt_Troy_USA,2023-12-26 00:00:00
Heritage Day in Schenectady (USA),Holiday,Low,ClintonAve_Schenectady_USA,2024-01-20 00:00:00
City Anniversary in Schenectady (USA),Holiday,Medium,ClintonAve_Schenectady_USA,2016-01-15 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,StateSt_Albany_USA,2016-12-28 00:00:00
Football Match in Albany (USA),Sports,Low,PearlSt_Albany_USA,2016-06-25 00:00:00
City Anniversary in Albany (USA),Holiday,High,PearlSt_Albany_USA,2018-02-20 00:00:00
Triathlon in Schenectady (USA),Sports,Medium,WashingtonAve_Schenectady_USA,2023-03-15 00:00:00
Heritage Day in Troy (USA),Holiday,Medium,PearlSt_Troy_USA,2021-05-09 00:00:00
Rock Concert in Troy (USA),Concert,High,PearlSt_Troy_USA,2015-09-21 00:00:00
Local Holiday in Troy (USA),Holiday,Low,Broadway_Troy_USA,2020-04-24 00:00:00
Local Holiday in Troy (USA),Holiday,High,DelawareAve_Troy_USA,2018-11-03 00:00:00
Rock Concert in Troy (USA),Concert,Low,DelawareAve_Troy_USA,2017-10-05 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,WesternAve_Albany_USA,2019-09-02 00:00:00
Tech Conference in Schenectady (USA),Conference,High,SouthSt_Schenectady_USA,2020-04-17 00:00:00
Local Holiday in Albany (USA),Holiday,High,HudsonAve_Albany_USA,2020-02-10 00:00:00
Classical Concert in Albany (USA),Concert,Medium,StateSt_Albany_USA,2019-02-18 00:00:00
AI Congress in Albany (USA),Conference,Low,StateSt_Albany_USA,2016-07-02 00:00:00
Classical Concert in Albany (USA),Concert,Medium,WashingtonAve_Albany_USA,2015-07-05 00:00:00
Business Summit in Troy (USA),Conference,High,MadisonAve_Troy_USA,2022-09-20 00:00:00
Heritage Day in Albany (USA),Holiday,Low,Broadway_Albany_USA,2020-05-15 00:00:00
National Celebration in Albany (USA),Holiday,Medium,Broadway_Albany_USA,2020-09-01 00:00:00
Food Festival in Albany (USA),Festival,Medium,Broadway_Albany_USA,2020-11-02 00:00:00
Football Match in Albany (USA),Sports,Low,LarkSt_Albany_USA,2016-07-02 00:00:00
Film Festival in Albany (USA),Festival,Medium,LarkSt_Albany_USA,2017-12-19 00:00:00
Heritage Day in Albany (USA),Holiday,High,SouthSt_Albany_USA,2016-07-10 00:00:00
Food Festival in Albany (USA),Festival,Low,SouthSt_Albany_USA,2014-07-15 00:00:00
Tech Conference in Troy (USA),Conference,Medium,Broadway_Troy_USA,2020-01-29 00:00:00
Local Holiday in Troy (USA),Holiday,High,Broadway_Troy_USA,2024-05-24 00:00:00
Football Match in Albany (USA),Sports,High,StateSt_Albany_USA,2021-11-22 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,MadisonAve_Albany_USA,2015-05-22 00:00:00
Rock Concert in Albany (USA),Concert,Low,HudsonAve_Albany_USA,2024-05-22 00:00:00
Jazz Night in Albany (USA),Concert,High,HudsonAve_Albany_USA,2021-07-18 00:00:00
Marathon in Albany (USA),Sports,Low,SouthSt_Albany_USA,2016-02-28 00:00:00
Cultural Festival in Albany (USA),Festival,Low,SouthSt_Albany_USA,2016-02-16 00:00:00
Jazz Night in Albany (USA),Concert,Medium,StateSt_Albany_USA,2024-10-25 00:00:00
Music Festival in Albany (USA),Festival,Low,StateSt_Albany_USA,2019-03-04 00:00:00
Business Summit in Albany (USA),Conference,Medium,ClintonAve_Albany_USA,2022-11-25 00:00:00
Jazz Night in Albany (USA),Concert,Low,ClintonAve_Albany_USA,2015-07-17 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,HudsonAve_Albany_USA,2023-09-11 00:00:00
Rock Concert in Albany (USA),Concert,Medium,TenBroeckSt_Albany_USA,2019-10-11 00:00:00
Startup Meetup in Albany (USA),Conference,High,NorthSt_Albany_USA,2019-02-19 00:00:00
Classical Concert in Albany (USA),Concert,High,NorthSt_Albany_USA,2016-11-03 00:00:00
Music Festival in Schenectady (USA),Festival,High,WesternAve_Schenectady_USA,2022-09-05 00:00:00
Rock Concert in Schenectady (USA),Concert,Medium,WesternAve_Schenectady_USA,2022-08-13 00:00:00
Jazz Night in Albany (USA),Concert,Medium,NorthSt_Albany_USA,2021-04-28 00:00:00
Startup Meetup in Albany (USA),Conference,High,NorthSt_Albany_USA,2020-12-11 00:00:00
Business Summit in Troy (USA),Conference,High,WesternAve_Troy_USA,2020-10-21 00:00:00
City Anniversary in Troy (USA),Holiday,Medium,WesternAve_Troy_USA,2023-07-23 00:00:00
Basketball Tournament in Troy (USA),Sports,Low,NorthSt_Troy_USA,2014-07-07 00:00:00
Music Festival in Troy (USA),Festival,Medium,NorthSt_Troy_USA,2021-07-05 00:00:00
Triathlon in Albany (USA),Sports,Medium,LarkSt_Albany_USA,2015-01-03 00:00:00
Startup Meetup in Albany (USA),Conference,High,LarkSt_Albany_USA,2023-07-15 00:00:00
Marathon in Schenectady (USA),Sports,High,WashingtonAve_Schenectady_USA,2016-10-02 00:00:00
Startup Meetup in Schenectady (USA),Conference,Low,WashingtonAve_Schenectady_USA,2017-12-12 00:00:00
Jazz Night in Albany (USA),Concert,Low,HudsonAve_Albany_USA,2015-10-10 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,JaySt_Albany_USA,2022-08-15 00:00:00
Rock Concert in Albany (USA),Concert,Low,JaySt_Albany_USA,2016-09-02 00:00:00
AI Congress in Albany (USA),Conference,Medium,ClintonAve_Albany_USA,2023-06-09 00:00:00
Triathlon in Troy (USA),Sports,Low,MadisonAve_Troy_USA,2021-07-13 00:00:00
Heritage Day in Troy (USA),Holiday,Medium,MadisonAve_Troy_USA,2023-04-16 00:00:00
Cultural Festival in Troy (USA),Festival,High,SouthSt_Troy_USA,2022-08-17 00:00:00
Tech Conference in Albany (USA),Conference,Low,TenBroeckSt_Albany_USA,2020-12-21 00:00:00
Startup Meetup in Albany (USA),Conference,Low,TenBroeckSt_Albany_USA,2025-05-15 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,HudsonAve_Albany_USA,2021-07-10 00:00:00
Triathlon in Albany (USA),Sports,Low,PearlSt_Albany_USA,2021-03-03 00:00:00
Cultural Festival in Albany (USA),Festival,High,PearlSt_Albany_USA,2024-02-12 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,WesternAve_Albany_USA,2015-06-21 00:00:00
Basketball Tournament in Troy (USA),Sports,Medium,SouthSt_Troy_USA,2023-10-19 00:00:00
Basketball Tournament in Troy (USA),Sports,Low,Broadway_Troy_USA,2015-10-03 00:00:00
Food Festival in Albany (USA),Festival,Low,TenBroeckSt_Albany_USA,2019-06-22 00:00:00
Film Festival in Albany (USA),Festival,High,WashingtonAve_Albany_USA,2016-03-23 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,WashingtonAve_Albany_USA,2022-09-17 00:00:00
Startup Meetup in Troy (USA),Conference,Low,TenBroeckSt_Troy_USA,2023-02-15 00:00:00
Food Festival in Troy (USA),Festival,Low,TenBroeckSt_Troy_USA,2022-08-15 00:00:00
Local Holiday in Troy (USA),Holiday,Low,StateSt_Troy_USA,2017-12-25 00:00:00
Rock Concert in Albany (USA),Concert,Medium,ClintonAve_Albany_USA,2019-09-25 00:00:00
Music Festival in Albany (USA),Festival,High,ClintonAve_Albany_USA,2023-02-02 00:00:00
Tech Conference in Troy (USA),Conference,High,TenBroeckSt_Troy_USA,2023-01-01 00:00:00
Business Summit in Troy (USA),Conference,Medium,TenBroeckSt_Troy_USA,2016-09-29 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,WesternAve_Albany_USA,2022-01-08 00:00:00
Football Match in Troy (USA),Sports,Medium,CentralAve_Troy_USA,2015-10-12 00:00:00
Rock Concert in Albany (USA),Concert,Low,JaySt_Albany_USA,2020-07-31 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,JaySt_Albany_USA,2016-01-31 00:00:00
Business Summit in Troy (USA),Conference,Low,JaySt_Troy_USA,2015-04-18 00:00:00
Startup Meetup in Troy (USA),Conference,High,JaySt_Troy_USA,2019-06-22 00:00:00
Music Festival in Albany (USA),Festival,Medium,WesternAve_Albany_USA,2015-02-06 00:00:00
National Celebration in Schenectady (USA),Holiday,High,LarkSt_Schenectady_USA,2021-03-07 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,StateSt_Albany_USA,2018-03-23 00:00:00
Marathon in Albany (USA),Sports,Medium,StateSt_Albany_USA,2020-11-11 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,WashingtonAve_Albany_USA,2017-12-23 00:00:00
City Anniversary in Albany (USA),Holiday,Low,WashingtonAve_Albany_USA,2025-02-13 00:00:00
Startup Meetup in Schenectady (USA),Conference,Medium,LarkSt_Schenectady_USA,2016-07-21 00:00:00
Startup Meetup in Schenectady (USA),Conference,Medium,LarkSt_Schenectady_USA,2019-12-18 00:00:00
Cultural Festival in Troy (USA),Festival,Medium,Broadway_Troy_USA,2019-09-02 00:00:00
Business Summit in Albany (USA),Conference,High,SouthSt_Albany_USA,2015-08-26 00:00:00
Cultural Festival in Schenectady (USA),Festival,High,DelawareAve_Schenectady_USA,2021-10-12 00:00:00
Pop Music Live in Schenectady (USA),Concert,Medium,Broadway_Schenectady_USA,2021-02-12 00:00:00
Football Match in Albany (USA),Sports,High,PearlSt_Albany_USA,2016-04-12 00:00:00
Local Holiday in Troy (USA),Holiday,Medium,PearlSt_Troy_USA,2016-10-30 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,SouthSt_Albany_USA,2020-11-09 00:00:00
Business Summit in Albany (USA),Conference,Low,SouthSt_Albany_USA,2021-12-05 00:00:00
Film Festival in Albany (USA),Festival,Low,ParkAve_Albany_USA,2021-02-19 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,ParkAve_Albany_USA,2020-09-20 00:00:00
Basketball Tournament in Troy (USA),Sports,Medium,HudsonAve_Troy_USA,2015-04-12 00:00:00
Film Festival in Albany (USA),Festival,Medium,StateSt_Albany_USA,2020-01-15 00:00:00
